grcode1,name1,detail of group 1,grcode2,name2,detail of group 2,grcode3,name3,detail of group 3,grcode4,name4,detail of group 4,no,generic name,syn name,detail of generic name,ประเภทยา,dosage,ED,คำแนะนำ,เงื่อนไข,คำเตือนและข้อควรระวัง,หมายเหตุ,Footnote,link file,Code ฉ.67,edit
15,Anesthesia ,,1,General anesthesia ,,4,Sedative and analgesic peri-operative drugs ,,,,,6,Midazolam hydrochloride,,,วัตถุออกฤทธิ์ต่อจิตและประสาทประเภท 2,sterile sol,ง,,"1. ใช้เสริมยาระงับความรู้สึก
2. ใช้เพื่อให้ผู้ป่วยสงบ คลายความวิตกกังวลทั้งในระยะ ก่อนระหว่างและหลังทำหัตถการ
3. ใช้ระงับชัก",,,,,S,
15,Anesthesia ,,1,General anesthesia ,,4,Sedative and analgesic peri-operative drugs ,,,,,7,Midazolam maleate ,,,วัตถุออกฤทธิ์ต่อจิตและประสาทประเภท 2,tab,ง,,ใช้เตรียมผู้ป่วยก่อนให้ยาระงับความรู้สึก (premedication) เท่านั้น,,,,,S,
15,Anesthesia ,,1,General anesthesia ,,5,Anticholinesterases and antimuscarinic drugs used in anesthesia,,,,,1,Atropine sulfate,,,,sterile sol,ก,,ใช้แก้ฤทธิ์ยาหย่อนกล้ามเนื้อ,,,,,S,
15,Anesthesia ,,1,General anesthesia ,,5,Anticholinesterases and antimuscarinic drugs used in anesthesia,,,,,2,Neostigmine methylsulfate,,,,sterile sol,ก,,ใช้แก้ฤทธิ์ยาหย่อนกล้ามเนื้อ,,,,,S,
15,Anesthesia ,,1,General anesthesia ,,5,Anticholinesterases and antimuscarinic drugs used in anesthesia,,,,,3,Edrophonium  chloride,,,ยากำพร้า,sterile sol (เฉพาะ 10 mg/ml),ง,,ใช้วินิจฉัยโรค myasthenia gravis,,,,,S,
15,Anesthesia ,,1,General anesthesia ,,5,Anticholinesterases and antimuscarinic drugs used in anesthesia,,,,,4,Glycopyrronium bromide,,,,sterile sol ,ง,,"1. ใช้เป็นยาทางเลือกแทนยา atropine โดยใช้ร่วมกับยา neostigmine ในการแก้ฤทธิ์ยาหย่อนกล้ามเนื้อ ในผู้ป่วยสูงอายุ หรือผู้ป่วยที่มีปัญหาหัวใจเต้นเร็ว
2. ใช้ลดเสมหะหรือน้ำลาย ในการดมยาสลบกรณีที่จะทำหัตถการเกี่ยวกับทางเดินหายใจ
3. ใช้ลดเสมหะในผู้ป่วยระยะสุดท้าย (end-of-life)",,,,,S,
15,Anesthesia ,,1,General anesthesia ,,5,Anticholinesterases and antimuscarinic drugs used in anesthesia,,,,,5,Sugammadex,,,,sterile sol (เฉพาะ 100 mg/ml) (2 ml),ง,,"ใช้แก้ฤทธิ์ยาหย่อนกล้ามเนื้อในผู้ป่วยที่มีความเสี่ยงสูงที่ได้รับยา vecuronium หรือยา rocuronium เป็นยาหย่อนกล้ามเนื้อ ได้แก่
1. ผู้มีโรคประจำตัว ได้แก่
1.1. โรคทางระบบประสาทและกล้ามเนื้อ (เช่น myasthenia gravis, muscular dystrophy ฯลฯ)
1.2. โรคระบบทางเดินหายใจ (เช่น chronic obstructive pulmonary disease, chronic bronchitis, asthma ฯลฯ)
1.3. ผู้ป่วยที่มีภาวะไตวาย หรือผู้ป่วยที่มีภาวะตับวาย
1.4. โรคหัวใจและหลอดเลือด (เช่น ischemic heart disease, heart failure, tachyarrhythmia, valvular heart disease ฯลฯ)
2. การผ่าตัดที่มีระยะเวลายาวนานกว่า 3 ชั่วโมง หรือการผ่าตัดที่คาดการณ์เวลาที่ทำการผ่าตัดเสร็จได้ยาก โดยที่ผู้ป่วยได้รับยา rocuronium เป็นยาหย่อนกล้ามเนื้อ
3. ผู้ป่วยเกิดภาวะ cannot intubate and cannot ventilate (CICV)
4. ใช้แก้ฤทธิ์ยาหย่อนกล้ามเนื้อ สำหรับผู้ป่วย COVID-19 ที่ใส่ท่อช่วยหายใจในการนำสลบแบบรวดเร็ว (rapid sequence induction intubation) ในกรณีที่ต้องการให้ผู้ป่วยสามารถกลับมาหายใจได้โดยเร็ว",,,,,S,
15,Anesthesia ,,1,General anesthesia ,,6,Drugs for malignant hyperthermia,,,,,1,Dantrolene sodium,,,ยากำพร้า,sterile pwdr,ง,,ใช้สำหรับ malignant hyperthermia,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,1,Benzocaine ,,,,"gel, oint",ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,2,Lidocaine hydrochloride,,,,"gel, oint, spray, viscous sol, sterile sol, sterile sol (dental cartridge)",ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,3,Lidocaine + Prilocaine,,,,cream,ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,4,Lidocaine hydrochloride + Epinephrine,,,,"sterile sol, sterile sol (dental cartridge)",ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,5,Mepivaciane hydrochloride,,,,sterile sol (dental cartridge),ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,6,Mepivaciane hydrochloride + Epinephrine,,,,sterile sol (dental cartridge),ก,,,,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,7,Bupivacaine hydrochloride,,,,sterile sol,ข,,,อาจทำให้เกิดพิษต่อหัวใจ ,ใช้ในกรณี local infiltration,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,8,Bupivacaine hydrochloride with/without glucose,,,,sterile sol ,ค,,,อาจทำให้เกิดพิษต่อหัวใจ ,,,,S,
15,Anesthesia ,,2,Local anesthesia ,,,,,,,,9,Lidocaine hydrochloride + Epinephrine,,,,sterile sol ,ค,,,,ใช้ในกรณี regional anesthesia,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",1,Snakebite poisoning,,,,,,,,1,Antivenom sera,," งูเห่า,
 งูจงอาง,
 งูสามเหลี่ยม,
 งูเขียวหางไหม้,
งูแมวเซา,
งูกะปะ,
งูทับสมิงคลา,
",,inj,ก,,,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",1,Snakebite poisoning,,,,,,,,2,Polyvalent antivenom for hematotoxin,,,,inj,ก,,ใช้แก้พิษต่อระบบเลือดในรายที่ถูกงูไม่ทราบชนิดกัด,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",1,Snakebite poisoning,,,,,,,,3,Polyvalent antivenom for neurotoxin,,,,inj,ก,,ใช้แก้พิษต่อระบบประสาทในรายที่ถูกงูไม่ทราบชนิดกัด,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",2,Mushroom and microbial poisoning,,,,,,,,1,Acetylcysteine,N-acetylcysteine,,,sterile sol,ก,,ใช้รักษาภาวะพิษต่อตับจากเห็ดพิษกลุ่มที่มีอะมาทอกซิน (amatoxin containing mushrooms),,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",2,Mushroom and microbial poisoning,,,,,,,,2,Vitamin B6,Pyridoxine hydrochloride,,,sterile sol (เฉพาะ 50 mg),ค,,ใช้บำบัดพิษจากเห็ดสมองวัว (Gyromitra spp.),,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",2,Mushroom and microbial poisoning,,,,,,,,3,Botulinum antitoxin,,,ยากำพร้า,inj,ง,,ใช้บำบัดโรค Botulism,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",3,Pesticide & herbicide poisoning,,,,,,,,1,Atropine sulfate,,,,sterile sol,ก,  ,"ใช้ต้านพิษ cholinesterase inhibitors (เช่น organophosphates, carbamates) และภาวะ cholinergic crisis",,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",3,Pesticide & herbicide poisoning,,,,,,,,2,Pralidoxime chloride,2-PAM,,,sterile pwdr,ก,,ใช้บำบัดพิษเฉียบพลันจาก organophosphates,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",3,Pesticide & herbicide poisoning,,,,,,,,3,Cyclophosphamide,,,,sterile pwdr,ค,,ใช้บำบัดพิษจากสาร paraquat ภายใต้การกำกับดูแลของศูนย์พิษวิทยา,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",4,Corrosive Poisoning ,,,,,,,,1,Calcium gluconatee,,,,sterile sol,ก,,ใช้บำบัดพิษจาก hydrofluoric acid,,ให้ฉีดเข้าหลอดเลือดอย่างช้า ๆ การฉีดเร็วอาจทำให้ผู้ป่วยเสียชีวิตได้,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",5,Methanol poisoning,,,,,,,,1,Ethanol ,,,ยากำพร้าเฉพาะรูปแบบ sterile sol,"sterile sol, sterile sol (hosp)",ก,,ใช้บำบัดพิษเฉียบพลันจาก methanol และ ethylene glycol,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",5,Methanol poisoning,,,,,,,,2,Calcium folinate,Leucovorin calcium,,,"cap, tab, sterile pwdr, sterile sol",ง,,ใช้ร่วมกับ ethanol ในการบำบัดพิษจาก methanol,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",6,Heavy metal poisoning ,,,,,,,,1,Deferoxamine mesilate,Desferrioxamine mesilate,,,sterile pwdr,ค,,ใช้กำจัดพิษจากภาวะธาตุเหล็กสูงผิดปกติเฉียบพลัน,,"กรณีใช้กำจัดพิษจากภาวะธาตุเหล็กสูงผิดปกติเรื้อรัง ให้ดูที่กลุ่มยา 9.1.2 Drugs used in hypoplastic, hemolytic and renal anemias",,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",6,Heavy metal poisoning ,,,,,,,,2,Dimercaprol,"British Anti-Lewisite, BAL",,ยากำพร้า,sterile oil solution for IM use,ค,,ใช้บำบัดพิษเฉียบพลันจากปรอท ทอง และสารหนู และใช้ร่วมกับ sodium calcium edetate ในกรณีบำบัด พิษเฉียบพลันจากตะกั่ว   ,ห้ามใช้ในผู้ป่วยที่มีประวัติแพ้ถั่วลิสง (peanut) และอาจมีการแพ้ข้ามกลุ่มไปยังถั่วเหลือง (soya) ได้,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",6,Heavy metal poisoning ,,,,,,,,3,Penicillamine,D-Penicillamine,,ยากำพร้า,"cap, tab",ค,,"ใช้บำบัดอาการพิษจากสารทองแดง ตะกั่ว ปรอท และสารหนู
",ระวังการใช้กับหญิงตั้งครรภ์เพราะเป็นสารก่อวิรูป (teratogen),,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",6,Heavy metal poisoning ,,,,,,,,4,Sodium calcium edetate,"Edetate calcium disodium, Calcium EDTA",,ยากำพร้า,sterile sol,ค,,ใช้บำบัดพิษจากตะกั่ว สังกะสี และแมงกานีส,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",6,Heavy metal poisoning ,,,,,,,,5,Succimer,,,ยากำพร้า,cap,ง,,ใช้บำบัดพิษจากตะกั่ว,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",7,Cyanide and Hydrogen sulfide poisoning,,,,,,,,1,Sodium nitrite,,,ยากำพร้า,"sterile sol, sterile sol (hosp)",ค,,ใช้บำบัดพิษเฉียบพลันจากไซยาไนด์  และไฮโดรเจนซัลไฟด์,"การใช้ยาปริมาณมากเกินไปอาจทำให้เกิดภาวะ cardiovascular collapse, methaemoglobinaemia และ อาจเสียชีวิตได้",,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",7,Cyanide and Hydrogen sulfide poisoning,,,,,,,,2,Sodium thiosulfate,,,ยากำพร้า,"sterile sol, sterile sol (hosp)",ค,,ใช้บำบัดพิษเฉียบพลันจากไซยาไนด์  ,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",8,Methemoglobinemia,,,,,,,,1,Methylene blue,Methylthioninium chloride,,ยากำพร้า,"sterile sol, sterile sol (hosp)",ง,,ใช้บำบัด methaemoglobinaemia,ควรใช้อย่างระมัดระวังในผู้ป่วยภาวะการทำงานของไตบกพร่องขั้นรุนแรง และในผู้ป่วยที่ขาดเอนไซม์ G6PD,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",9,Drug poisoning,,,,,,,,1,Acetylcysteine,N-acetylcysteine,,,sterile sol ,ก,,ใช้แก้พิษจากการได้รับ paracetamol เกินขนาด,,,,,S,
16,Drugs used in poisoning and toxicology,"ยาในกลุ่มนี้หลายชนิดไม่ปรากฏเป็นยาในบัญชีนี้ เนื่องจากเป็นยากำพร้า (orphan drugs) ที่มีปัญหาการจัดหาและไม่มีทะเบียนตำรับยา แต่ควรส่งเสริมให้มีการจัดหามาใช้และควรอนุมัติให้เบิกค่ายาได้
หมายเลขโทรศัพท์ของศูนย์พิษวิทยา เช่น ศูนย์พิษวิทยา ร.พ.รามาธิบดี โทร.1367 ศูนย์พิษวิทยา ร.พ.ศิริราช โทร.0 2419 7007 คลินิกพิษจากสัตว์ สถานเสาวภา สภากาชาดไทย โทร.0 2252 0161-4 ต่อ 125, 130, 131 (ในกรณีถูกงูที่มีพิษกัด)
",9,Drug poisoning,,,,,,,,2,Benzatropine mesilate,Benztropine mesylate,,,sterile sol ,ก,,ใช้บำบัดภาวะ dystonia เนื่องจากยา,,,,,S,
